asin,vote,reviewText,overall,summary
B000YXC2LI,,"Great fit for 5""9, 220 lbs",5,Five Stars
B000YXC2LI,,Just like I remember,5,Five Stars
B000YXC2LI,,Belt loop broke off after wearing once!!!!,1,One Star
B000YXC2LI,,I love levis 501s. I wish that there was an option on getting lega that aren't as wide. Levis are not easy for me to find in stores.,4,I love levis 501s
B000YXC2LI,,"on time, and as advertised, would use again",5,Five Stars
B000YXC2LI,,fit as listed,4,Four Stars
B000YXC2LI,,Great product at a reasonable price,5,Five Stars
B000YXC2LI,,Don't like the way this material looks ! I feel as though it's to hard to buy these o. Line because when they get here there not like the ones I get a sears and other places!,1,Better to go to store to be able to see what the material is really going to be like .
B000YXC2LI,,Everything is great!,5,Five Stars
B000YXC2LI,,Very nice jeans.,5,Five Stars
B000YXC2LI,,Levi's button fly fits the same as they did 30 years ago same quality been wearing Levi's jeans for 40 years,5,Quality wearability durability
B000YXC2LI,,"fit great, no bagging.",5,Five Stars
B000YXC2LI,,The 29 wait was more like a 30. Not happy,1,One Star
B000YXC2LI,,"Always worn levi,s. Bring it back to, united states to fit.shrinks while from shipping from the line..bring back the 529 also..",1,"Always worn levi, s. Bring it back to ..."
B000YXC2LI,,Nice fit,5,Five Stars
B000YXC2LI,,Original 501 - always the best. Lasts for years.,5,Fantastic jeans
B000YXC2LI,,"My husband loves these jeans.  They are button fly, so just be aware of that when you purchase.",5,Five Stars
B000YXC2LI,,"I like Levis, and I got what I ordered and it was delivered on time at a good price.",5,"I like Levis, and I got what I ordered and ..."
B000YXC2LI,,Love them.,5,Great fitting jeans
B000YXC2LI,,Pants fit as expected.  Standard quality Levis.,5,Fast shipping
B000YXC2LI,,"Not too tight, nice fit, I'm 5'9"", 185, have a comfortable fit, rugged jean.",5,Good Fit and Quality
B000YXC2LI,,Same fit and style year after year. Makes for a happy husband.,5,Makes for a happy husband.
B000YXC2LI,,The right items shipped n perfect,5,The size n color
B000YXC2LI,,"it is very long, about 4 cm !",3,Three Stars
B000YXC2LI,,Very good pair of jeans !!,5,
B000YXC2LI,,"Fit great..  BUT ..  The crotch ripped down the inner leg seam , I have had the Levis for just 3 months.  Very disappointed and dissatisfied!!",1,Fit great.. BUT
B000YXC2LI,,a,3,a
B000YXC2LI,,Levi's is Levi's. Excellent brand,5,Excellent
B000YXC2LI,,As expected.,5,Typical Levis
B000YXC2LI,,Pants came a little rip and it came with a bad smell I wash them twice and smell is going away.,1,... came a little rip and it came with a bad smell I wash them twice and smell is going ...
B000YXC2LI,,Perfect,5,Five Stars
B000YXC2LI,,Quality perfect fit,5,Five Stars
B000YXC2LI,,Fits perfectly and cane when expected,5,Five Stars
B000YXC2LI,,"Bought the Levi's 505 and had poor quality in every way, not sure why but returned to Costco and ordered 2 pairs of good old fashion Levi's 501's and the quality is just what I expected and just what I remembered from buying then since the 1970's. Nice to have good size range and found my rare short leg size of inseam size of 28-29. Fair price vs retail. Happy with purchase",5,Stick with quality 501's vs the 505's!
B000YXC2LI,,...button fly...,3,... button fly...
B000YXC2LI,,I love me some Levis but when you wash them and one pant leg starts twisting as it nears your ankles and the side seam is facing the front it an unpleasant fashion flaw. Can I exchange them for a new pair???,1,I love me some Levis but when you wash them and ...
B000YXC2LI,,Good,5,Five Stars
B000YXC2LI,,They fit like they did when I was wear8ng them 23years ago.,5,Five Stars
B000YXC2LI,,"They sized about one size small, which is uncomfortable. I'm going to order and other pair a size up and they should be fine.",3,fits one size small but look great and excellent quality
B000YXC2LI,,"Im not happy at all, these so-called Levis are ridiculously light weight. I can see through the jeans and limited fabrics. I see the holes where the tags were punched through. Now I have to waste time returning which irritates me big time! There should be consequences for this type of nonsense for the crooks that allow this trying to ripoff customers. How about just giving me the item I chose & paid for!",1,Stop the nonsense!
B000YXC2LI,,"Chinese crap.  NOTHING like the quality you expect from Levis.

Inside waist hem is raised and VERY rough (literally:  SHARP) and injures skin if you don't have a shirt tucked in (and even then...).

Belt loops broke about the third time I wore them.",1,Levi Strauss is spinning in his grave.
B000YXC2LI,,They fit exactly like they should.,5,My trusty 501's
B000YXC2LI,,OK,4,Four Stars
B000YXC2LI,,These pants seemed different then most Levis. Not true to size .,1,One Star
B000YXC2LI,,I buy Levi's because I like the brand but it seems like I can buy two pair one fits and the other doesn't. And what I mean by doesn't is at a half a size too big or too small so it falls off or you can't button it. I just wish there was more consistency!,3,I buy Levi's because I like the brand but it seems like I can buy ...
B000YXC2LI,,"First, I almost always buy Levis because they fit right, look good on me and wear well!
I did not know I was getting button fly style Levis have come around to preferring the zipper!",5,Levis are always going to look good and wear well.
B000YXC2LI,,Buy again later,5,Five Stars
B000YXC2LI,,Love them. This is Second pair I bought from this company & both are perfect. Was very surprised because usually have hard time getting pants that fit right. I didn't wash first pair for a long time worried would shrink to much but still fit perfect after being washed now several times. I always liked 501's but cost is prohibitive but these were cheaper than JCP & JCP Didn't have a single pair of 32/32 that I could have tried on @ the store. So I took a chance & purchased online & all worked out way better & great for Me & that's not usually the type of luck I have. So 5 stars definitely earned. Ty,5,Love them. This is Second pair I bought from ...
B000YXC2LI,,Love them! They fit perfectly.,5,My new favorite jeans.
B000YXC2LI,,Nice/,5,Five Stars
B000YXC2LI,,These Levi's Jeans Look and feel and fit great.,5,Levi's Men's Big and Tall 501 Original Fit Jeans Optic White Look and feel and Fit great.
B000YXC2LI,,just great,5,Five Stars
B000YXC2LI,,Great fit sized right,5,True to size
B000YXC2LI,,My husband looks hot in these jeans.,5,Five Stars
B000YXC2LI,,Had to be returned. Defective,2,Two Stars
B000YXC2LI,,Classic's that just keep getting more comfortable with wear.,5,Iconic
B000YXC2LI,,"I loved the quality of the Jeans, the size is perfect, I recommend it 100%",5,The most important thing is quality and good service
B000YXC2LI,,This was a gift.  This is the only jeans he will wear.,5,Great gift
B000YXC2LI,,These were perfect size ! could not be happier !!!,5,Five Stars
B000YXC2LI,,Theyre the only jeans husband will wear,5,Always fit as expected
B000YXC2LI,,"Exactly what I expected,at a price I couldn't believe.",5,Super sale price.
B000YXC2LI,,"It might just be my legs, but the seams around the crotch seem to wear out unreasonably quickly",4,Four Stars
B000YXC2LI,,nice jeans,5,Five Stars
B000YXC2LI,,Fits good,4,Four Stars
B000YXC2LI,,"Good product,",5,Five Stars
B000YXC2LI,,My husband loves Levis. Great fit,5,Great
B000YXC2LI,,"Standard 501s.  Exactly what I wanted.  This model/style has been around for decades, so not
much new to say!",5,Not much new to say! Levis 501s are just fine
B000YXC2LI,,nothing wrong with them just did not realize that they were button fly instead of zipper.,3,Three Stars
B000YXC2LI,,I have to say that LEVIS 501S are my favorite jeans hands down!!!! Great price compared to MACYS laughing out loud,5,PRICE PRICE PRICE 
B000YXC2LI,,The back belt loop broke out of the bottom stitching after only a few times wearing the pants.  I won't buy this product again.,1,The back belt loop broke out of the bottom stitching ...
B000YXC2LI,,"I purchased 2 pairs of size 30 x 30 501's on amazon within the past few months.  The ""rinse"" fits normal while ""clean rigid"" has a much smaller waist size. This is more like a 28 sized waist or smaller. Not even close to the waist size of the other pair of 501's.",1,This is more like a 28 sized waist or smaller
B000YXC2LI,,"I'm surprised these jeans fit as well as they do. I have experienced lots of ""hits and misses"" with Levi's sizing. These fit and feel good.",4,Nice fit
B000YXC2LI,,Levi's 501.... good as always!,5,good as always
B000YXC2LI,,"The shirt looks good. But a large is NOT a large. Ridiculously  small. Nothing good to say here. This was a bad ""deal"". Shame on Amazon with this one.",1,WAY TOO SMALL. A LARGE IS TOO SMALL FOR MY KID WHO WEARS A MEDIUM.
B000YXC2LI,,Bought my fifth pair. They fit so well. This is the standard for blue jeans.,5,Best jeans!
B000YXC2LI,,Great fit !,5,Five Stars
B000YXC2LI,,Thanks,5,Original
B000YXC2LI,,My husband likes them so will order again,5,Five Stars
B000YXC2LI,,Good fit,5,Five Stars
B000YXC2LI,,First time buying black - always buy the 501s.  Nice to have a change in color - we will see how long they last compare to the normal jeans.  More elegant (for jeans) than the normal blue.  These were offered at a decent price.,5,Great pants.
B000YXC2LI,,Perfect!! They fit just right..,5,Levi's Men's 501 Jean
B000YXC2LI,,reliable levis,4,Four Stars
B000YXC2LI,,These jeans were such a good fit!  would buy these again!,5,Great quality!
B000YXC2LI,,We ordered 33 length and they measured 36,1,One Star
B000YXC2LI,,Way off on sizing,2,Run small
B000YXC2LI,,Great,5,Five Stars
B000YXC2LI,,"Usually biy 29 leg and were too long , had to return",2,Two Stars
B000YXC2LI,,Size was off,3,Wrong size
B000YXC2LI,,"Well, Levi Jeans there alright I don't like the idea that they went from denim jeans to cotton jeans they don't last long they get holds between the legs in a whole week I hope Levi's go back to denim jeans they last longer than cotton jeans, I've been buying Levi Jeans for years",3,They get holes between the legs all the time
B000YXC2LI,,They came wrinkled but I iron'd it out these fit perfect!,5,... came wrinkled but I iron'd it out these fit perfect!
B000YXC2LI,,"Bought 4 months ago... both pairs the crotch blew out. To be fair, I do physical labor in these jeans. But, 4 months? Wasted my money",1,Wasted my
B000YXC2LI,,product as advertised,5,Five Stars
B000YXC2LI,,"Perfect fit, true to size.",5,Comfortable
B000YXC2LI,,"will be Ordering again in the future for sure thanks for your Business,john,",5,Five Stars
B000YXC2LI,,Fit as expected,5,Five Stars
B000YXC2LI,,Five stars.,5,Five Stars
B000YXC2LI,,"Nice jeans, they were just tighter than I expected. So I returned so I could get a more relaxed fit. Return was easy and I got my money back on an Amazon gift card that I'll use on my next order.",5,"Nice jeans, they were just tighter than I expected"
B000YXC2LI,,"My husband will only wear this brand and style of jeans. It is getting more and more difficult to find thesr in stores. Thankfully, I have found thrm here and for about $15 less a pair than in stores. I will continue to buy them here! Thank you.",4,"Men are weird, stubborn creatures."
B000YXC2LI,,"I don't know what is going on.  I've been buying 36"" x 36"" 501 button fly jeans for 20 years.  All of a sudden, they are an inch to big at the waste and 2"" long in length.  So I fell back and order 35x34 which are too tight.  Any thoughts, anyone?",3,"they are an inch to big at the waste and 2"" long in length"
B000YXC2LI,,Same great Levis!,5,Five Stars
B000YXC2LI,,"The denim has failed (holes forming) in two spots in the crotch area. I have worn these maybe 10 times, washed maybe four times. These are not the 501s you grew up with.",1,Poor quality denim
B000YXC2LI,,Levi's!,5,Great
B000YXC2LI,,I like it,5,Five Stars
B000YXC2LI,,"I can not believe how perfectly these 2 pair of Levi 501 jeans fit. They are in perfect condition too. The color, texture, width, length, everything!!! This is the best purchase I have ever made online for sight unseen clothing. Thank you!!!",5,They are in perfect condition too
B000YXC2LI,,"I didn't  realize they were button fly, and it's a SNUG fit. Maybe if I was younger and could hold my gut in all day I'd wear them. They just hang in the closet. But they arrived fast and are excellent quality. If you're in good shape and want to show off you're young butt, this are the ones.",3,But they arrived fast and are excellent quality. If you're in good shape and want ...
B000YXC2LI,,"Some things, thank goodness don't change! Same fit and quality as it did 40 years ago!",5,Five Stars
B000YXC2LI,,Love it !!!,5,Five Stars
B000YXC2LI,,Fast Service! Done Right!!,5,Five Stars
B000YXC2LI,,"Not the same LEVI'S :( The fit is the good ol' LEVI fit, but the material is really thin!!! I noticed the thread color was a little off before I washed them & I thought let's see how they come out of the wash. Well my husband put them on for the first time and said ""If this is what LEVI'S have come to - This will be the last pair I buy"" this is someone that has been wearing LEVI'S for 30 + years. Sure hope LEVI'S will fix this problem.",3,Just not the same ol' LEVI'S :(
B000YXC2LI,,"Been wearing these for over 55 years.  Still the best jeans out there.  Too many color choices nowadays, but whatever.",5,"Levi Jeans,  THE ORIGINAL BUTTON UP"
B000YXC2LI,,Their quality is horrible.i can't believe there were too mang line. Place pay more attention.,3,Made in Egypt is stupid
B000YXC2LI,,very good,4,Four Stars
B000YXC2LI,,Compare with my current 510 the butt and thigh a about an inch wider.,3,Three Stars
B000YXC2LI,,"These r typically some of th best damned jeans u'll ever wear, and Sheppler's is one of th most dependable suppliers u'll ever deal with when getting them. Th End.",5,Levi 501 Botton flys.
B000YXC2LI,,Fit as expected,5,Quality is in the product
B000YXC2LI,,"Levi's 501 prewashed jeans are the best, most rugged regular jeans you can buy! Great price on Amazon too!",5,Great Value!
B000YXC2LI,,"I decided to try this style as a change.  My mistake.  After a month of wearing them, I've found the button fly is difficult to unbutton and re-button.  Otherwise, the pants fit well and wear well.",3,"Good fit, good wear, but the button fly is too hard to button and un-button"
B000YXC2LI,,"I ordered these 501 jeans for my husband, their the only jeans he wear, they  arrived earlier than expected.
My husband really love the color, clean rigid and they fit him nicely. A very satisfied customer.
Thank you Amazon ",5,My husband really love the color
B000YXC2LI,,"I've ordered jeans on her before, same size waste and same size length. But these particular ones seem to be a little long in the length than my previous orders. It's highly possible that these are knock-offs do to the fact that I've bought other pairs of the same jeans and same color from chain retail stores. And the jeans purchased from the retail stores fit the way they are supposed to. But for the price it's a pretty good deal.",3,The length isn't quite right
B000YXC2LI,,It is the same as always and perfect for my husband.,5,Five Stars
B000YXC2LI,,excelent,5,Five Stars
B000YXC2LI,,"I bought this for my hubby, these fit true to size and make his azz look hot while not being flashy.",5,Your buttocks will look better in these.
B000YXC2LI,,"Did not meet my expectations, I miss better finished in the pages of the buttons.",3,I miss better finished in the pages of the buttons
B000YXC2LI,,One of the pairs fits too tight in the thigh and is the exact same size as the other pair I bought.,1,One of the pairs fits too tight in the thigh ...
B000YXC2LI,,"Great as usuallove these Jeans. Delivered on time, and no hassle. Price great yoo",5,Five Stars
B000YXC2LI,,Just as I remember!,5,Five Stars
B000YXC2LI,,"Just what I wanted and fast delivery!
Thanks!!",5,What I wanted and at a good price!
B000YXC2LI,,Seem to be larger that stated,4,Four Stars
B000YXC2LI,,The hem constantly curls.... I have to Iron the hem and starch it to get it to lay right.  This is because whoever is making these is to frickin' cheap to put enough material in them to make them correct.  cheap Chinese Levi's wanna-be.  Would I recommend them?  Probably not...... will I buy them again?  Probably..... I would pay a little more GLADLY to get a good pair....,2,Would I recommend them? Probably not
B000YXC2LI,,Appear to be prewashed not at all what I was looking forward to !,1,They looked pre washed
B000YXC2LI,,"These jeans lasted five months before the crotch tore out -- inferior quality, cannot recommend.",2,cannot recommend.
B000YXC2LI,,Jean fit and style are great but I ordered BLACK and received blue.,4,Four Stars
B000YXC2LI,,HAHA these are comically large.,1,One Star
B000YXC2LI,,look good,4,Four Stars
B000YXC2LI,,"Had some stich defects, kind of annoying but not enough to hassle a return.  I will try one more pair but if they're defective I won't buy again,",3,kind of annoying but not enough to hassle a return
B000YXC2LI,,I bought 2 pairs of jeans and returned them both in the same box.  Only one pair was recieved back???,1,Help
B000YXC2LI,,"What is going on with sizing here?  I ordered 32x34 and the jeans I received are comically short.  Haven't washed them or anything.  I've bought so many pairs of pants in this size, including from Levi's, and never seen anything like this.  I compared them to some 511s that I've had for years, and washed many times, and they're significantly shorter.

From looking at other recent reviews, Levi's has some real quality control issues.",1,high waters
B000YXC2LI,,One of the belt loops came loose almost immediately,1,One Star
B000YXC2LI,,Comfortable,5,Five Stars
B000YXC2LI,,The usual Levi comfort and fit,5,Five Stars
B000YXC2LI,,Love these jeans!,5,Five Stars
B000YXC2LI,,Excellent fit very satisfied,5,Five Stars
B000YXC2LI,,a gift,5,Five Stars
B000YXC2LI,,Great deal,5,Same 501's better price.
B000YXC2LI,,"I read mixed reviews, but after several months, and a lot of wear,  they are holding up quite nicely,  and barely breaking in. At first I did not like the button fly, but over time, even getting used to that",4,good fit and price
B000YXC2LI,,"Wrong colour, I wanted the dark blue which is what I thought the website was listing.",1,Wrong colour
B000YXC2LI,,Nice,5,Five Stars
B000YXC2LI,,They are pants and they fit - is there anything else I need to say?,5,Five Stars
B000YXC2LI,,excelente,5,Five Stars
B000YXC2LI,,"I've been wearing Levi's since I got out of diapers about 46 years ago. I have bought my last pair. The quality in the last few years has been terrible. These jeans now have a serious problem with belt loops just suddenly ripping off. My last five pairs (two just purchased in the last month) have done this. I even had a pair that I purchased directly from levis.com a few months ago that the loop ripped out of and when I went to repair it I found that it and one other loop had already been repaired once (I didn't notice the patches while I was wearing them, who looks inside there?). They must not have passed QC at the factory and were ""fixed"" before being sent out. Just last night I took off one of my new, less than a month old pairs and found a belt loop hanging off and the tell-tale hole. No more.

When I contacted Levi's Customer Serivce I was told that I could ship them back (at my expense) and if they decided that they could be repaired under warranty I would get them back in six to eight weeks.",2,Terrible quality from what used to be a great brand
B000YXC2LI,,"Been wearing 501's for years, quite simply they are the best fitting, most comfortable jeans on the market.",5,Simply the best
B000YXC2LI,,* * * * *,5,Five Stars
B000YXC2LI,,Excellent fit and color,5,Five Stars
B000YXC2LI,,"Why three, because it is not what I was exacted. It is made in China and not from the fabric that I wanted. I was looking for US made fabric jeans. But the size is perfect.",3,But the size is perfect.
B000YXC2LI,,"Great Jeans! typical 501s.  I would give 5 stars, but it's not like these are the red tab label, or by Dolce and Gabbana.

Fast delivery too!",4,Great Jeans! typical 501s
B000YXC2LI,,"Everything ok with these jeans, except brand label on the back pocket, instead of sign ""levis"" on red strip i got something like letter ""r"". Not sure, either this a fake or just a defect. Be aware of it.",4,"instead of sign ""levis"" on red strip i got something like letter ""r"""
B000YXC2LI,,"Terrible product, belt loop already ripped.
Levi's are just terrible now.
For all you first time buyers of Levi's, They use to be SO much better...",1,"Terrible product, belt loop already ripped"
B000YXC2LI,,"Excellent I would of prefer zipper instead of buttons,  but still love them",5,Five Stars
B000YXC2LI,,"These were exactly what I was hoping for. You can never find these colors available in the stores, the color variety was really nice as well as the price. I'll never buy from the store again.",5,Exactly what you could hope for!
B000YXC2LI,,Didnt fit around my thighs,4,Four Stars
B000YXC2LI,,Excellent!!!,5,Five Stars
B000YXC2LI,,I didn't know these jeans had buttons instead of a zipper so I returned the product.,3,Three Stars
B000YXC2LI,,Like Levi's,5,Great
B000YXC2LI,,"The only real Levi to buy, the rest are  not ad durable.",5,Five Stars
B000YXC2LI,,Awesome great fit highly recommend ,5,Five Stars
B000YXC2LI,,son was very happy,5,Five Stars
B000YXC2LI,,Buying Levi jeans is a complete crapshoot. I always buy the same size of 34x34 and it's a 50/50 shot of them actually fitting right as none of them are the same. And you'll also get some pairs where the seam is crooked on the legs. Great quality if you get a pair that's actually supposed to be what it is. Getting that pair is a pain in the ***.,3,Great quality if you get a pair that's actually supposed ...
B000YXC2LI,,I wasn't expecting button fly. Maybe I missed it in the description,3,Three Stars
B000YXC2LI,,"nice  jeans and very good jeans,  was for my brother",5,nice jeans and very good jeans
B000YXC2LI,,Great,5,Five Stars
B000YXC2LI,,Great product,5,Five Stars
B000YXC2LI,,"The pants fit perfectly.
Excellent product!",5,Excellent product!
B000YXC2LI,,As always the perfect jean.  Fits as expected and always Levi comfortable.,4,Levis an icon for a reason.
B000YXC2LI,,Great,5,Good items on amazon
B000YXC2LI,,Perfect love them.,5,Five Stars
B000YXC2LI,,Love it,5,Fits perfectly
B000YXC2LI,,Excellent. Very happy. Perfect fit,5,Five Stars
B000YXC2LI,,Exactly as described came earlier than promised.,5,Five Stars
B000YXC2LI,,Great color and fit. Am getting use to the buttons.,4,Four Stars
B000YXC2LI,,Ordered a couple pairs and some were short not the right size.,2,Two Stars
B000YXC2LI,,Perfect fit and a great price.,5,Five Stars
B000YXC2LI,,"I received a very special limited edition 501 Original?

Its Levis & Wrangler. I did not know they had some sort of collaboration project. Was it to be secret?

Manufacturer reference as stated in Amazon product details matches the items tag.

See attached photos and be the judge.

On serious note, how did this get away from the quality control? First, from the manufacturers factory. Second, from the retailer s own warehouse.

This is very serious blunder and damaging Levis and Amazon brand reputation.

It is a Wrangler jeans, that is obvious and tagged incorrectly for a Levis.",1,A very special limited edition 501 Original from Levis & Wrangler !!!
B000YXC2LI,,ok,5,Five Stars
B000YXC2LI,,Good deal,1,I was satified
B000YXC2LI,,Fit perfect,5,Five Stars
B000YXC2LI,,Very happy. Received as promised. Fit is perfect.,5,Five Stars
B000YXC2LI,,"Fit a little tight, and I was surprised when a belt loop popped the first time I wore it. Back it went. What happened to Levi's construction?",1,Disappointed.
B000YXC2LI,,"They fade after a while, as jeans do. I recommend buying some black Rit dye from walgreens or walmart and dunking them with that and a 5 gallon bucket for a few hours, stirring occasionally. Rise cold, hang to dry and voila, nice new looking black jeans all over again.",5,I recommend buying some black Rit dye from walgreens or walmart ...
B000YXC2LI,,es correcto,4,Four Stars
B000YXC2LI,,I LOVE LEVIS,5,Five Stars
B000YXC2LI,,Fine except two belt loops have fallen off in two months. C'mon.,1,Belt loops fall off
B000YXC2LI,,Looks very good. Ordered that in Russia because it costs here 3 times more. Was afraid that it could have defects but all was fine,5,That there's no defects. Check them before sending because there are lots of negative comments
B000YXC2LI,,Hard to find ants long enough. Thanks,5,Five Stars
B000YXC2LI,,Exactly what i wanted. Perfect for painters pants or wear them fresh with a white outfit.,5,Just in case!
B000YXC2LI,,"Excelent and fit very well 38. I'm  210 lbs, 5' 8""",5,Five Stars
B000YXC2LI,,Cant beat the price and delivered to your door,5,Five Stars
B000YXC2LI,,no zipper for fly.  has steel buttons that  are to big for the button holes. other then that the jeans are perfect.  we are trying to send them back but the ups station here doesn't have what it takes  to read the code thing you sent me. we need a label to put on the box.,1,other then that the jeans are perfect. we are trying to send them back but ...
B000YXC2LI,,bought these for my husband and he loves them. He's 6'7 and they fit perfectly.,5,Five Stars
B000YXC2LI,,"Fits perfectly! Wasn't expecting the no zipper surprise, instead of a zipper it has buttons, not to happy with that but still fits great.",3,not to happy with that but still fits great
B000YXC2LI,,the man loves the jeans fits just right,5,Five Stars
B000YXC2LI,,Still the great Levis as always. Ive ordered other kinds before and they are thin denim or have a wierd wash on them. Not these. These are just like the originals after about 50 washes. The Best,5,There is nothing like the real thing baby!
B000YXC2LI,,I have to send both pair back .  He cant wear them.,1,One Star
B000YXC2LI,,"Perfect fit. I have a 33 waist, used the size chart and ordered the 32 (which they said was good for a 32-33 waist) and they fit perfectly. Suggest that if you're closer to a 33-34 waist, to order the 33 instead.",5,Perfect fit. I have a 33 waist
B000YXC2LI,,Comfortable,5,Five Stars
B000YXC2LI,,This is the only jean style my husband wears...fit as expected and arrived on time.,5,Five Stars
B000YXC2LI,,The jeans were just what I wanted... too bad I ordered the incorrect size!,5,Jeans Are Perfect ~ Figuring Out My Size Wasn't!
B000YXC2LI,,These are very soft right out of the package unlike shrink to fit 501 Levi's. Fit as expected and are already faded.,5,Not your shrink to fit 501s
B000YXC2LI,,My wife loves them. What other reason do I need?,5,Five Stars
B000YXC2LI,,36/32 size ordered. 32/32 what I got.,1,One Star
B000YXC2LI,,Love my Levi,5,Five Stars
B000YXC2LI,,Fit as expected. Never a complaint when it comes to 501's. Best jeans ever made.... PERIOD!,5,Levi's 501's... BEST JEANS EVER MADE!
B000YXC2LI,,"We purchased 4 pair of Levi's with this order, and unfortunately we appear to have received a bad batch.  My husband has worn 501's exclusively for over 20 years.  With this order, 2 pair of jeans had runs in the seat within a matter of 2 washings, and each pair shrank to the point of becoming 'floods.'  What a bummer.",1,and unfortunately we appear to have received a bad batch. My husband has worn 501's exclusively for ...
B000YXC2LI,,"prompt delivery & exactly as advertised,  thank you",5,Five Stars
B000YXC2LI,,I've been wearing Levi 501's for over 50 years.,5,Five Stars
B000YXC2LI,,"Great price, great fit!!",5,Price/Fit
B000YXC2LI,,Why cant you  get originals with ZIPPERS,4,Why cant you get originals with
B000YXC2LI,,36x36 is actually 39x37.  way too big. they don't shrink at all when washed too. what a waste. will try to return,1,what a waste. will try to
B000YXC2LI,,Great product great price!,5,Five Stars
B000YXC2LI,,"Right size, excellent price and shipped on time.",5,excellent price and shipped on time
B000YXC2LI,,I am very satisfied with my Levi jeans. They fit perfect and they arrived on time. There's nothing to complain about.,5,I am very satisfied with my Levi jeans
B000YXC2LI,,meant for guys with no ass.,4,Four Stars
B000YXC2LI,,Jeans are great just really skinny if u love skin tight skinny jeans on as guy these r great a bigger size does not help the legs r still super skinny.,5,Jeans are great just really skinny if u love skin tight skinny ...
B000YXC2LI,,"Fit well, well made, I expect to get years of wear out of them. Fiance ""Likes the way they look""...",4,look and fit great
B000YXC2LI,,AAA,5,Five Stars
B000YXC2LI,,Just the way I like em,5,Fit great
